Mod:Item:MetaData, Localized Name
Botania:customBrick2SlabFull:0, Frosty Brick Slab
Botania:customBrick3Slab:0, Roof Tile Slab
Botania:customBrick3SlabFull:0, Roof Tile Slab
Botania:dirtPath0Slab:0, Trodden Dirt Slab
Botania:dirtPath0SlabFull:0, Trodden Dirt Slab
Botania:endStoneBrick0Slab:0, End Stone Brick Slab
Botania:endStoneBrick0SlabFull:0, End Stone Brick Slab
Botania:endStoneBrick2Slab:0, Ender Brick Slab
Botania:endStoneBrick2SlabFull:0, Ender Brick Slab
Botania:shimmerrock0Slab:0, Shimmerrock Slab
Botania:shimmerrock0SlabFull:0, Shimmerrock Slab
Botania:shimmerwoodPlanks0Slab:0, Shimmerwood Plank Slab
Botania:shimmerwoodPlanks0SlabFull:0, Shimmerwood Plank Slab
Botania:biomeStoneA0Slab:0, Metamorphic Forest Stone Slab
Botania:biomeStoneA0SlabFull:0, Metamorphic Forest Stone Slab
Botania:biomeStoneA1Slab:0, Metamorphic Plains Stone Slab
Botania:biomeStoneA1SlabFull:0, Metamorphic Plains Stone Slab
Botania:biomeStoneA2Slab:0, Metamorphic Mountain Stone Slab
Botania:biomeStoneA2SlabFull:0, Metamorphic Mountain Stone Slab
Botania:biomeStoneA3Slab:0, Metamorphic Fungal Stone Slab
Botania:biomeStoneA3SlabFull:0, Metamorphic Fungal Stone Slab
Botania:biomeStoneA4Slab:0, Metamorphic Swamp Stone Slab
Botania:biomeStoneA4SlabFull:0, Metamorphic Swamp Stone Slab
Botania:biomeStoneA5Slab:0, Metamorphic Desert Stone Slab
Botania:biomeStoneA5SlabFull:0, Metamorphic Desert Stone Slab
Botania:biomeStoneA6Slab:0, Metamorphic Taiga Stone Slab
Botania:biomeStoneA6SlabFull:0, Metamorphic Taiga Stone Slab
Botania:biomeStoneA7Slab:0, Metamorphic Mesa Stone Slab
Botania:biomeStoneA7SlabFull:0, Metamorphic Mesa Stone Slab
Botania:biomeStoneA8Slab:0, Metamorphic Forest Cobblestone Slab
Botania:biomeStoneA8SlabFull:0, Metamorphic Forest Cobblestone Slab
Botania:biomeStoneA9Slab:0, Metamorphic Plains Cobblestone Slab
Botania:biomeStoneA9SlabFull:0, Metamorphic Plains Cobblestone Slab
Botania:biomeStoneA10Slab:0, Metamorphic Mountain Cobblestone Slab
Botania:biomeStoneA10SlabFull:0, Metamorphic Mountain Cobblestone Slab
Botania:biomeStoneA11Slab:0, Metamorphic Fungal Cobblestone Slab
Botania:biomeStoneA11SlabFull:0, Metamorphic Fungal Cobblestone Slab
Botania:biomeStoneA12Slab:0, Metamorphic Swamp Cobblestone Slab
Botania:biomeStoneA12SlabFull:0, Metamorphic Swamp Cobblestone Slab
Botania:biomeStoneA13Slab:0, Metamorphic Desert Cobblestone Slab
Botania:biomeStoneA13SlabFull:0, Metamorphic Desert Cobblestone Slab
Botania:biomeStoneA14Slab:0, Metamorphic Taiga Cobblestone Slab
Botania:biomeStoneA14SlabFull:0, Metamorphic Taiga Cobblestone Slab
Botania:biomeStoneA15Slab:0, Metamorphic Mesa Cobblestone Slab
Botania:biomeStoneA15SlabFull:0, Metamorphic Mesa Cobblestone Slab
Botania:biomeStoneB0Slab:0, Metamorphic Forest Stone Brick Slab
Botania:biomeStoneB0SlabFull:0, Metamorphic Forest Stone Brick Slab
Botania:biomeStoneB1Slab:0, Metamorphic Plains Stone Brick Slab
Botania:biomeStoneB1SlabFull:0, Metamorphic Plains Stone Brick Slab
Botania:biomeStoneB2Slab:0, Metamorphic Mountain Stone Brick Slab
Botania:biomeStoneB2SlabFull:0, Metamorphic Mountain Stone Brick Slab
Botania:biomeStoneB3Slab:0, Metamorphic Fungal Stone Brick Slab
Botania:biomeStoneB3SlabFull:0, Metamorphic Fungal Stone Brick Slab
Botania:biomeStoneB4Slab:0, Metamorphic Swamp Stone Brick Slab
Botania:biomeStoneB4SlabFull:0, Metamorphic Swamp Stone Brick Slab
Botania:biomeStoneB5Slab:0, Metamorphic Desert Stone Brick Slab
Botania:biomeStoneB5SlabFull:0, Metamorphic Desert Stone Brick Slab
Botania:biomeStoneB6Slab:0, Metamorphic Taiga Stone Brick Slab
Botania:biomeStoneB6SlabFull:0, Metamorphic Taiga Stone Brick Slab
Botania:biomeStoneB7Slab:0, Metamorphic Mesa Stone Bricks Slab
Botania:biomeStoneB7SlabFull:0, Metamorphic Mesa Stone Bricks Slab
Botania:stone0Slab:0, Andesite Slab
Botania:stone0SlabFull:0, Andesite Slab
Botania:stone1Slab:0, Basalt Slab
Botania:stone1SlabFull:0, Basalt Slab
Botania:stone2Slab:0, Diorite Slab
Botania:stone2SlabFull:0, Diorite Slab
Botania:stone3Slab:0, Granite Slab
Botania:stone3SlabFull:0, Granite Slab
Botania:stone8Slab:0, Andesite Brick Slab
Botania:stone8SlabFull:0, Andesite Brick Slab
Botania:stone9Slab:0, Basalt Brick Slab
Botania:stone9SlabFull:0, Basalt Brick Slab
Botania:stone10Slab:0, Diorite Brick Slab
Botania:stone10SlabFull:0, Diorite Brick Slab
Botania:stone11Slab:0, Granite Brick Slab
Botania:stone11SlabFull:0, Granite Brick Slab
Botania:pavement0Slab:0, White Portuguese Pavement Slab
Botania:pavement0SlabFull:0, White Portuguese Pavement Slab
Botania:pavement1Slab:0, Black Portuguese Pavement Slab
Botania:pavement1SlabFull:0, Black Portuguese Pavement Slab
Botania:pavement2Slab:0, Blue Portuguese Pavement Slab
Botania:pavement2SlabFull:0, Blue Portuguese Pavement Slab
Botania:pavement3Slab:0, Red Portuguese Pavement Slab
Botania:pavement3SlabFull:0, Red Portuguese Pavement Slab
Botania:pavement4Slab:0, Yellow Portuguese Pavement Slab
Botania:pavement4SlabFull:0, Yellow Portuguese Pavement Slab
Botania:pavement5Slab:0, Green Portuguese Pavement Slab
Botania:pavement5SlabFull:0, Green Portuguese Pavement Slab
Avaritia:Double_Craft, Compressed Crafting Table
Avaritia:Triple_Craft, Double Compressed Crafting Table
Avaritia:Dire_Crafting, Dire Crafting Table
Avaritia:Crystal_Matrix, Crystal Matrix
Avaritia:Resource_Block:0, Neutronium Block
Avaritia:Resource_Block:1, Infinity Block
Avaritia:Neutron_Collector, Neutron Collector
Avaritia:Neutronium_Compressor, Neutronium Compressor
avaritiaddons:CompressedChest, Compressed Chest
avaritiaddons:InfinityChest, Infinity Chest
avaritiaddons:ExtremeAutoCrafter, Dire Autocrafting Table
BiblioCraft:tile.BiblioFramedChest:0, Framed Chest
BiblioCraft:BiblioPaneler:0, Oak Furniture Paneler
BiblioCraft:BiblioPaneler:1, Spruce Furniture Paneler
BiblioCraft:BiblioPaneler:2, Birch Furniture Paneler
BiblioCraft:BiblioPaneler:3, Jungle Furniture Paneler
BiblioCraft:BiblioPaneler:4, Acacia Furniture Paneler
BiblioCraft:BiblioPaneler:5, Dark Oak Furniture Paneler
BiblioCraft:BiblioPaneler:6, Framed Furniture Paneler
BiblioCraft:BiblioClipboard, tile.BiblioClipboard.name
BiblioCraft:BiblioTypewriter:0, White Typewriter
BiblioCraft:BiblioTypewriter:1, Light Gray Typewriter
BiblioCraft:BiblioTypewriter:2, Gray Typewriter
BiblioCraft:BiblioTypewriter:3, Black Typewriter
BiblioCraft:BiblioTypewriter:4, Red Typewriter
BiblioCraft:BiblioTypewriter:5, Orange Typewriter
BiblioCraft:BiblioTypewriter:6, Yellow Typewriter
BiblioCraft:BiblioTypewriter:7, Lime Typewriter
BiblioCraft:BiblioTypewriter:8, Green Typewriter
BiblioCraft:BiblioTypewriter:9, Cyan Typewriter
BiblioCraft:BiblioTypewriter:10, Light Blue Typewriter
BiblioCraft:BiblioTypewriter:11, Blue Typewriter
BiblioCraft:BiblioTypewriter:12, Purple Typewriter
BiblioCraft:BiblioTypewriter:13, Magenta Typewriter
BiblioCraft:BiblioTypewriter:14, Pink Typewriter
BiblioCraft:BiblioTypewriter:15, Brown Typewriter
BiblioCraft:BiblioClock:0, Oak Clock
BiblioCraft:BiblioClock:1, Spruce Clock
BiblioCraft:BiblioClock:2, Birch Clock
BiblioCraft:BiblioClock:3, Jungle Clock
BiblioCraft:BiblioClock:4, Acacia Clock
BiblioCraft:BiblioClock:5, Dark Oak Clock
BiblioCraft:BiblioClock:6, Framed Clock
BiblioCraft:BiblioFlatPainting:0, Oak Painting Frame
BiblioCraft:BiblioFlatPainting:1, Spruce Painting Frame
BiblioCraft:BiblioFlatPainting:2, Birch Painting Frame
BiblioCraft:BiblioFlatPainting:3, Jungle Painting Frame
BiblioCraft:BiblioFlatPainting:4, Acacia Painting Frame
BiblioCraft:BiblioFlatPainting:5, Dark Oak Painting Frame
BiblioCraft:BiblioFlatPainting:6, Framed Painting Frame
BiblioCraft:BiblioSimplePainting:0, Oak Painting Frame
BiblioCraft:BiblioSimplePainting:1, Spruce Painting Frame
BiblioCraft:BiblioSimplePainting:2, Birch Painting Frame
BiblioCraft:BiblioSimplePainting:3, Jungle Painting Frame
BiblioCraft:BiblioSimplePainting:4, Acacia Painting Frame
BiblioCraft:BiblioSimplePainting:5, Dark Oak Painting Frame
BiblioCraft:BiblioSimplePainting:6, Framed Painting Frame
BiblioCraft:BiblioMiddlePainting:0, Oak Painting Frame
BiblioCraft:BiblioMiddlePainting:1, Spruce Painting Frame
BiblioCraft:BiblioMiddlePainting:2, Birch Painting Frame
BiblioCraft:BiblioMiddlePainting:3, Jungle Painting Frame
BiblioCraft:BiblioMiddlePainting:4, Acacia Painting Frame
BiblioCraft:BiblioMiddlePainting:5, Dark Oak Painting Frame
BiblioCraft:BiblioMiddlePainting:6, Framed Painting Frame
BiblioCraft:BiblioFancyPainting:0, Oak Painting Frame
BiblioCraft:BiblioFancyPainting:1, Spruce Painting Frame
BiblioCraft:BiblioFancyPainting:2, Birch Painting Frame
BiblioCraft:BiblioFancyPainting:3, Jungle Painting Frame
BiblioCraft:BiblioFancyPainting:4, Acacia Painting Frame
BiblioCraft:BiblioFancyPainting:5, Dark Oak Painting Frame
BiblioCraft:BiblioFancyPainting:6, Framed Painting Frame
BiblioCraft:BiblioBorderlessPainting:0, Oak Painting Frame
BiblioCraft:BiblioBorderlessPainting:1, Spruce Painting Frame
BiblioCraft:BiblioBorderlessPainting:2, Birch Painting Frame
BiblioCraft:BiblioBorderlessPainting:3, Jungle Painting Frame
BiblioCraft:BiblioBorderlessPainting:4, Acacia Painting Frame
BiblioCraft:BiblioBorderlessPainting:5, Dark Oak Painting Frame
BiblioCraft:BiblioBorderlessPainting:6, Framed Painting Frame
BiblioCraft:BiblioPaintPress, Painting Press
BiblioCraft:BiblioSwordPedestal:0, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:1, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:2, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:3, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:4, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:5, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:6, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:7, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:8, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:9, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:10, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:11, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:12, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:13, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:14, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:15, Sword Pedestal
BiblioCraft:BiblioFancySign:0, Oak Fancy Sign
BiblioCraft:BiblioFancySign:1, Spruce Fancy Sign
BiblioCraft:BiblioFancySign:2, Birch Fancy Sign
BiblioCraft:BiblioFancySign:3, Jungle Fancy Sign
BiblioCraft:BiblioFancySign:4, Acacia Fancy Sign
BiblioCraft:BiblioFancySign:5, Dark Oak Fancy Sign
BiblioCraft:BiblioFancySign:6, Framed Fancy Sign
BiblioCraft:BiblioWorkbench:0, Oak Fancy Workbench
BiblioCraft:BiblioWorkbench:1, Spruce Fancy Workbench
BiblioCraft:BiblioWorkbench:2, Birch Fancy Workbench
BiblioCraft:BiblioWorkbench:3, Jungle Fancy Workbench
BiblioCraft:BiblioWorkbench:4, Acacia Fancy Workbench
BiblioCraft:BiblioWorkbench:5, Dark Oak Fancy Workbench
BiblioCraft:BiblioWorkbench:6, Framed Fancy Workbench
BiblioCraft:BiblioBell, Desk Bell
BiblioCraft:Bibliotheca:0, Oak Bookcase
BiblioCraft:Bibliotheca:1, Spruce Bookcase
BiblioCraft:Bibliotheca:2, Birch Bookcase
BiblioCraft:Bibliotheca:3, Jungle Bookcase
BiblioCraft:Bibliotheca:4, Acacia Bookcase
BiblioCraft:Bibliotheca:5, Dark Oak Bookcase
BiblioCraft:Bibliotheca:6, Framed Bookcase
BiblioCraft:BookcaseFilled:0, Oak Bookcase
BiblioCraft:BookcaseFilled:1, Spruce Bookcase
BiblioCraft:BookcaseFilled:2, Birch Bookcase
BiblioCraft:BookcaseFilled:3, Jungle Bookcase
BiblioCraft:BookcaseFilled:4, Acacia Bookcase
BiblioCraft:BookcaseFilled:5, Dark Oak Bookcase
BiblioCraft:BookcaseFilled:6, Framed Bookcase
BiblioCraft:BiblioPotionShelf:0, Oak Potion Shelf
BiblioCraft:BiblioPotionShelf:1, Spruce Potion Shelf
BiblioCraft:BiblioPotionShelf:2, Birch Potion Shelf
BiblioCraft:BiblioPotionShelf:3, Jungle Potion Shelf
BiblioCraft:BiblioPotionShelf:4, Acacia Potion Shelf
BiblioCraft:BiblioPotionShelf:5, Dark Oak Potion Shelf
BiblioCraft:BiblioPotionShelf:6, Framed Potion Shelf
BiblioCraft:BiblioShelf:0, Oak Shelf
BiblioCraft:BiblioShelf:1, Spruce Shelf
BiblioCraft:BiblioShelf:2, Birch Shelf
BiblioCraft:BiblioShelf:3, Jungle Shelf
BiblioCraft:BiblioShelf:4, Acacia Shelf
BiblioCraft:BiblioShelf:5, Dark Oak Shelf
BiblioCraft:BiblioShelf:6, Framed Shelf
BiblioCraft:BiblioRack:0, Oak Tool Rack
BiblioCraft:BiblioRack:1, Spruce Tool Rack
BiblioCraft:BiblioRack:2, Birch Tool Rack
BiblioCraft:BiblioRack:3, Jungle Tool Rack
BiblioCraft:BiblioRack:4, Acacia Tool Rack
BiblioCraft:BiblioRack:5, Dark Oak Tool Rack
BiblioCraft:BiblioRack:6, Framed Tool Rack
BiblioCraft:BiblioCase:0, Oak Case
BiblioCraft:BiblioCase:1, Spruce Case
BiblioCraft:BiblioCase:2, Birch Case
BiblioCraft:BiblioCase:3, Jungle Case
BiblioCraft:BiblioCase:4, Acacia Case
BiblioCraft:BiblioCase:5, Dark Oak Case
BiblioCraft:BiblioCase:6, Framed Case
BiblioCraft:BiblioLabel:0, Oak Wood Label
BiblioCraft:BiblioLabel:1, Spruce Wood Label
BiblioCraft:BiblioLabel:2, Birch Wood Label
BiblioCraft:BiblioLabel:3, Jungle Wood Label
BiblioCraft:BiblioLabel:4, Acacia Label
BiblioCraft:BiblioLabel:5, Dark Oak Label
BiblioCraft:BiblioLabel:6, Framed Label
BiblioCraft:BiblioDesk:0, Oak Desk
BiblioCraft:BiblioDesk:1, Spruce Desk
BiblioCraft:BiblioDesk:2, Birch Desk
BiblioCraft:BiblioDesk:3, Jungle Desk
BiblioCraft:BiblioDesk:4, Acacia Desk
BiblioCraft:BiblioDesk:5, Dark Oak Desk
BiblioCraft:BiblioDesk:6, Framed Desk
BiblioCraft:BiblioTable:0, Oak Table
BiblioCraft:BiblioTable:1, Spruce Table
BiblioCraft:BiblioTable:2, Birch Table
BiblioCraft:BiblioTable:3, Jungle Table
BiblioCraft:BiblioTable:4, Acacia Table
BiblioCraft:BiblioTable:5, Dark Oak Table
BiblioCraft:BiblioTable:6, Framed Table
BiblioCraft:Armor Stand, Armor Stand
BiblioCraft:Typesetting Machine, Typesetting Table
BiblioCraft:Printing Press, Printing Press
BiblioCraft:BiblioLantern:0, Fancy Lantern
BiblioCraft:BiblioLantern:1, Fancy Lantern
BiblioCraft:BiblioLantern:2, Fancy Lantern
BiblioCraft:BiblioLantern:3, Fancy Lantern
BiblioCraft:BiblioLantern:4, Fancy Lantern
BiblioCraft:BiblioLantern:5, Fancy Lantern
BiblioCraft:BiblioLantern:6, Fancy Lantern
BiblioCraft:BiblioLantern:7, Fancy Lantern
BiblioCraft:BiblioLantern:8, Fancy Lantern
BiblioCraft:BiblioLantern:9, Fancy Lantern
BiblioCraft:BiblioLantern:10, Fancy Lantern
BiblioCraft:BiblioLantern:11, Fancy Lantern
BiblioCraft:BiblioLantern:12, Fancy Lantern
BiblioCraft:BiblioLantern:13, Fancy Lantern
BiblioCraft:BiblioLantern:14, Fancy Lantern
BiblioCraft:BiblioLantern:15, Fancy Lantern
BiblioCraft:BiblioIronLantern:0, Fancy Lantern
BiblioCraft:BiblioIronLantern:1, Fancy Lantern
BiblioCraft:BiblioIronLantern:2, Fancy Lantern
BiblioCraft:BiblioIronLantern:3, Fancy Lantern
BiblioCraft:BiblioIronLantern:4, Fancy Lantern
BiblioCraft:BiblioIronLantern:5, Fancy Lantern
BiblioCraft:BiblioIronLantern:6, Fancy Lantern
BiblioCraft:BiblioIronLantern:7, Fancy Lantern
BiblioCraft:BiblioIronLantern:8, Fancy Lantern
BiblioCraft:BiblioIronLantern:9, Fancy Lantern
BiblioCraft:BiblioIronLantern:10, Fancy Lantern
BiblioCraft:BiblioIronLantern:11, Fancy Lantern
BiblioCraft:BiblioIronLantern:12, Fancy Lantern
BiblioCraft:BiblioIronLantern:13, Fancy Lantern
BiblioCraft:BiblioIronLantern:14, Fancy Lantern
BiblioCraft:BiblioIronLantern:15, Fancy Lantern
BiblioCraft:BiblioLamp:0, Fancy Lamp
BiblioCraft:BiblioLamp:1, Fancy Lamp
BiblioCraft:BiblioLamp:2, Fancy Lamp
BiblioCraft:BiblioLamp:3, Fancy Lamp
BiblioCraft:BiblioLamp:4, Fancy Lamp
BiblioCraft:BiblioLamp:5, Fancy Lamp
BiblioCraft:BiblioLamp:6, Fancy Lamp
BiblioCraft:BiblioLamp:7, Fancy Lamp
BiblioCraft:BiblioLamp:8, Fancy Lamp
BiblioCraft:BiblioLamp:9, Fancy Lamp
BiblioCraft:BiblioLamp:10, Fancy Lamp
BiblioCraft:BiblioLamp:11, Fancy Lamp
BiblioCraft:BiblioLamp:12, Fancy Lamp
BiblioCraft:BiblioLamp:13, Fancy Lamp
BiblioCraft:BiblioLamp:14, Fancy Lamp
BiblioCraft:BiblioLamp:15, Fancy Lamp
BiblioCraft:BiblioIronLamp:0, Fancy Lamp
BiblioCraft:BiblioIronLamp:1, Fancy Lamp
BiblioCraft:BiblioIronLamp:2, Fancy Lamp
BiblioCraft:BiblioIronLamp:3, Fancy Lamp
BiblioCraft:BiblioIronLamp:4, Fancy Lamp
BiblioCraft:BiblioIronLamp:5, Fancy Lamp
BiblioCraft:BiblioIronLamp:6, Fancy Lamp
BiblioCraft:BiblioIronLamp:7, Fancy Lamp
BiblioCraft:BiblioIronLamp:8, Fancy Lamp
BiblioCraft:BiblioIronLamp:9, Fancy Lamp
BiblioCraft:BiblioIronLamp:10, Fancy Lamp
BiblioCraft:BiblioIronLamp:11, Fancy Lamp
BiblioCraft:BiblioIronLamp:12, Fancy Lamp
BiblioCraft:BiblioIronLamp:13, Fancy Lamp
BiblioCraft:BiblioIronLamp:14, Fancy Lamp
BiblioCraft:BiblioIronLamp:15, Fancy Lamp
BiblioCraft:BiblioStuffs:0, Cookie Jar
BiblioCraft:BiblioStuffs:2, Dinner Plate
BiblioCraft:BiblioStuffs:3, Disc Rack
BiblioCraft:BiblioMapFrames:0, Oak Map Frame
BiblioCraft:BiblioMapFrames:1, Spruce Map Frame
BiblioCraft:BiblioMapFrames:2, Birch Map Frame
BiblioCraft:BiblioMapFrames:3, Jungle Map Frame
BiblioCraft:BiblioMapFrames:4, Acacia Map Frame
BiblioCraft:BiblioMapFrames:5, Dark Oak Map Frame
BiblioCraft:BiblioMapFrames:6, Framed Map Frame
BiblioCraft:BiblioSeats:0, Oak Seat
BiblioCraft:BiblioSeats:1, Spruce Seat
BiblioCraft:BiblioSeats:2, Birch Seat
BiblioCraft:BiblioSeats:3, Jungle Seat
BiblioCraft:BiblioSeats:4, Acacia Seat
BiblioCraft:BiblioSeats:5, Dark Oak Seat
BiblioCraft:BiblioSeats:6, Framed Seat
Natura:N Crops, Crops
Natura:BerryBush:12, Raspberry Bush
Natura:BerryBush:13, Blueberry Bush
Natura:BerryBush:14, Blackberry Bush
Natura:BerryBush:15, Maloberry Bush
Natura:NetherBerryBush:12, Blightberry Bush
Natura:NetherBerryBush:13, Duskberry Bush
Natura:NetherBerryBush:14, Skyberry Bush
Natura:NetherBerryBush:15, Stingberry Bush
Natura:Cloud:0, Cloud
Natura:Cloud:1, Dark Cloud
Natura:Cloud:2, Ash Cloud
Natura:Cloud:3, Sulfur Cloud
Natura:tree:0, Eucalyptus Wood
Natura:tree:1, Sakura Wood
Natura:tree:2, Ghostwood
Natura:tree:3, Hopseed Wood
Natura:redwood:0, Redwood Bark
Natura:redwood:1, Redwood
Natura:redwood:2, Redwood Root
Natura:planks:0, Eucalyptus Planks
Natura:planks:1, Sakura Planks
Natura:planks:2, Ghostwood Planks
Natura:planks:3, Redwood Planks
Natura:planks:4, Bloodwood Planks
Natura:planks:5, Hopseed Planks
Natura:planks:6, Maple Planks
Natura:planks:7, Silverbell Planks
Natura:planks:8, Amaranth Planks
Natura:planks:9, Tigerwood Planks
Natura:planks:10, Willow Planks
Natura:planks:11, Darkwood Planks
Natura:planks:12, Fusewood Planks
Natura:floraleaves:0, Redwood Leaves
Natura:floraleaves:1, Eucalyptus Leaves
Natura:floraleaves:2, Hopseed Leaves
Natura:floraleavesnocolor:0, Sakura Leaves
Natura:floraleavesnocolor:1, Ghostwood Leaves
Natura:floraleavesnocolor:2, Bloodleaves
Natura:floraleavesnocolor:3, Willow Leaves
Natura:florasapling:0, Redwood Sapling
Natura:florasapling:1, Eucalyptus Sapling
Natura:florasapling:2, Hopseed Sapling
Natura:florasapling:3, Sakura Sapling
Natura:florasapling:4, Ghostwood Sapling
Natura:florasapling:5, Blood Sapling
Natura:florasapling:6, Darkwood Sapling
Natura:florasapling:7, Fusewood Sapling
Natura:Saguaro:0, Saguaro Cactus
Natura:willow:0, Willow Wood
Natura:door.redwood, Redwood Door
Natura:door.eucalyptus, Eucalyptus Door
Natura:door.hopseed, Hopseed Door
Natura:door.sakura, Sakura Door
Natura:door.ghostwood, Ghostwood Door
Natura:door.bloodwood, Bloodwood Door
Natura:door.redwoodbark, Redwood Bark Door
Natura:bloodwood:0, Bloodwood
Natura:bloodwood:15, Bloodwood
Natura:soil.tainted, Tainted Soil
Natura:heatsand, Heat Sand
Natura:Dark Tree:0, Darkwood
Natura:Dark Tree:1, Fusewood
Natura:Dark Leaves:0, Darkwood Leaves
Natura:Dark Leaves:1, Darkwood Leaves
Natura:Dark Leaves:2, Darkwood Leaves
Natura:Dark Leaves:3, Fusewood Leaves
Natura:Thornvines, Thornvines
Natura:Glowshroom:0, Green Glowshroom
